1309141865.99,12.0,4.9
1309233037.92,13.0,2.0
1309493452.01,13.0,12.0
1309493752.29,13.0,0.31
1309525276.08,13.0,4.6
1309541188.71,13.0,0.7
1309636605.96,13.0,23.2
1309638947.04,13.0,9.19
1309917947.69,13.5,7.0
1309985449.27,14.0,9.38
1309985809.62,14.0,4.91
1309986650.48,14.0,0.71
1310005567.07,13.5,5.0
1310153512.65,13.5,5.0
1310273452.42,14.02,1.0
1310273512.48,14.02,1.85
1310273752.64,14.02,1.0
1310310389.93,14.25,5.0
1310490380.67,14.01,1.0
1310490981.36,13.52,1.0
1310967379.36,13.5208,25.0
1310982394.75,13.5125,12.0
1310982454.81,13.5,17.0
1310998251.59,13.5,12.0
1311000654.25,13.15,3.0
1311181297.21,13.3783333333,9.72
1311200757.69,14.0,0.79
1311323768.13,13.2946998723,7.83
1311368153.66,13.0,0.17
1311473218.28,13.0,5.0
1311825994.11,14.0,0.82
1311879070.56,14.0,4.18
1311906932.0,14.0,0.01
1311940867.06,13.9017391304,5.75
1311941467.66,13.9,1.0
1312030280.54,13.6,7.3
1312113980.55,13.55,0.41
1312114280.85,13.5,0.85
1313356847.89,10.0,0.05
1313361112.14,10.0,10.0
1315434064.48,7.2,3.0
1317055285.21,5.0,20.0
